ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
462563,Female,Yes,53,Yes,Artist,1,Average,2
462566,Female,Yes,27,No,Doctor,1,Low,
462577,Female,Yes,71,No,Marketing,0,High,2
462578,Male,Yes,35,Yes,Artist,9,Average,2
462580,Female,No,41,Yes,Artist,0,Low,1
462584,Female,Yes,39,No,Entertainment,0,Low,4
462587,Female,Yes,79,No,Lawyer,1,High,2
462589,Female,No,29,No,Engineer,9,Low,8
462595,Female,No,33,Yes,Artist,7,Low,7
462596,Female,No,31,No,Healthcare,0,Low,
462600,Male,Yes,25,No,Engineer,4,Average,3
462607,Female,,43,No,Engineer,2,Average,3
462609,Female,Yes,52,No,Doctor,4,Low,1
462611,Male,Yes,41,No,Executive,0,High,7
462612,Female,Yes,27,No,Doctor,,High,6
462613,Female,Yes,39,No,Engineer,1,Average,5
462615,Male,No,32,No,Doctor,3,Low,7
462617,Male,No,19,No,Healthcare,1,Low,5
462619,Male,,58,No,,1,High,
462625,Male,No,30,Yes,Artist,1,Low,3
462626,Female,No,31,Yes,Engineer,0,Low,6
462632,Female,Yes,43,No,Engineer,,Average,4
462637,Female,Yes,63,No,Marketing,,Average,6
462643,Female,Yes,37,Yes,Engineer,,Average,3
462654,Male,Yes,37,No,Artist,0,Average,6
462658,Female,Yes,31,Yes,Homemaker,9,Average,2
462668,Female,No,38,Yes,Artist,4,Low,1
462669,Female,Yes,41,Yes,Entertainment,,High,6
462678,Female,Yes,45,Yes,Artist,3,Average,3
462680,Male,Yes,35,Yes,Doctor,,Average,4
462683,Female,Yes,43,No,Engineer,1,Low,5
462685,Female,No,33,No,Healthcare,,Low,3
462687,Male,No,26,No,Homemaker,14,Low,3
462692,Female,Yes,39,No,Artist,,Average,2
462696,Male,Yes,49,No,Artist,1,High,2
462697,Male,,47,No,,0,Average,2
462702,Male,Yes,53,No,Entertainment,1,Average,4
462704,Male,Yes,52,Yes,Executive,5,High,5
462705,Female,Yes,66,No,Lawyer,0,Average,2
462716,Male,No,26,No,Entertainment,6,Low,2
462720,Male,Yes,38,Yes,Marketing,,Low,5
462722,Female,No,25,No,Homemaker,,Low,4
462723,Female,Yes,53,No,Artist,8,Average,2
462727,Female,Yes,87,No,Lawyer,0,High,2
462729,Male,No,28,No,Healthcare,1,Low,2
462731,Female,Yes,37,Yes,Artist,7,High,3
462732,Female,Yes,42,Yes,Artist,,Low,1
462735,Female,Yes,25,No,Artist,1,Average,2
462736,Female,Yes,33,No,Engineer,6,Low,3
462738,Female,No,33,Yes,Healthcare,,Low,3
462739,Male,Yes,46,Yes,Artist,1,Low,2
462743,Male,No,33,No,Healthcare,2,Low,4
462746,Male,No,26,No,Entertainment,1,Low,3
462747,Male,No,32,No,Doctor,6,Low,4
462752,Female,No,25,No,Healthcare,,Low,1
462755,Female,No,18,No,Healthcare,1,Low,
462756,Female,No,22,No,Engineer,0,Low,4
462761,Male,No,19,No,Healthcare,2,Low,4
462762,Male,Yes,46,Yes,Artist,0,High,4
462767,Male,No,19,No,Healthcare,4,Low,4
462768,Male,Yes,45,Yes,Artist,0,Average,3
462776,Female,Yes,52,Yes,Engineer,1,Average,3
462785,Female,Yes,42,Yes,Engineer,,Average,5
462788,Male,Yes,47,No,Entertainment,1,Average,3
462792,Male,Yes,45,No,Homemaker,,Average,4
462799,Male,No,32,No,Healthcare,,Low,
462804,Male,Yes,41,No,Executive,5,High,3
462807,Female,No,28,Yes,Homemaker,,Low,1
462810,Male,Yes,37,No,Executive,9,High,4
462814,Female,Yes,20,No,Engineer,8,Average,2
462817,Female,Yes,73,Yes,Lawyer,3,Low,1
462819,Male,Yes,51,Yes,Artist,0,Average,3
462823,Male,Yes,18,Yes,Engineer,,Average,4
462824,Male,Yes,42,No,Engineer,1,Average,3
462826,Male,No,20,No,Healthcare,1,Low,3
462827,Female,No,23,No,Doctor,0,Low,3
462834,Male,Yes,31,Yes,Homemaker,2,Low,2
462838,Female,Yes,33,Yes,Homemaker,1,Low,3
462841,Male,No,21,No,Healthcare,9,Low,6
462845,Male,Yes,51,Yes,Doctor,5,Average,7
462849,Male,Yes,47,Yes,Artist,0,Average,4
462850,Male,No,20,No,Healthcare,0,Low,4
462853,Male,No,21,No,Healthcare,0,Low,2
462854,Male,No,22,No,Healthcare,1,Low,3
462858,Female,No,32,Yes,Engineer,9,Low,4
462861,Female,No,30,Yes,Healthcare,8,Low,1
462866,Male,Yes,61,Yes,Doctor,1,Low,1
462868,Male,Yes,43,No,Entertainment,0,Average,4
462869,Male,No,25,Yes,Doctor,8,Low,1
462871,Male,Yes,46,No,Entertainment,0,Average,3
462872,Female,Yes,53,No,Engineer,12,Low,2
462874,Male,Yes,55,Yes,Doctor,0,High,2
462887,Female,Yes,42,No,Engineer,0,Low,3
462890,Female,No,26,Yes,Marketing,11,Low,1
462891,Male,No,29,No,Healthcare,0,Low,3
462894,Male,Yes,39,Yes,Artist,4,Average,4
462900,Male,Yes,38,Yes,Artist,1,Average,3
462903,Male,Yes,69,Yes,Entertainment,,Average,2
462905,Female,No,25,No,Artist,6,Low,3
462914,Female,No,26,Yes,Artist,4,Low,4
462920,Male,Yes,51,No,Executive,0,High,5
462923,Male,Yes,30,No,Homemaker,8,Average,2
462925,Female,Yes,28,No,Homemaker,,Average,2
462927,Female,No,33,No,Homemaker,8,Low,2
462936,Female,No,41,Yes,Engineer,,Low,1
462941,Male,No,71,No,Lawyer,,Low,2
462944,Male,Yes,42,Yes,Executive,5,High,3
462951,Male,Yes,71,Yes,Lawyer,2,Low,1
462956,Male,Yes,35,No,Artist,6,Average,5
462958,Male,No,28,No,Marketing,0,Low,5
462963,Male,Yes,31,Yes,Artist,1,Average,2
462966,Male,Yes,43,Yes,Artist,2,Average,3
462968,Female,Yes,77,No,Lawyer,0,High,2
462971,Female,Yes,71,Yes,Engineer,0,Low,1
462976,Female,Yes,47,Yes,Engineer,0,Average,2
462981,Female,No,26,No,Homemaker,9,Low,1
462982,Male,Yes,40,No,Doctor,4,Average,4
462983,Female,Yes,72,Yes,Lawyer,0,High,2
462984,Female,Yes,73,Yes,Artist,1,High,2
462986,Male,No,26,Yes,Healthcare,1,Low,6
462992,Female,Yes,57,Yes,Engineer,,High,3
462993,Male,Yes,30,No,Artist,,Average,3
462994,Female,Yes,36,No,Artist,,Average,3
462998,Male,Yes,52,No,Entertainment,10,Average,4
463003,Male,Yes,42,Yes,Artist,3,Average,2
463012,Male,Yes,52,No,Engineer,,Low,1
463020,Male,Yes,28,Yes,Artist,0,Average,3
463023,Female,Yes,43,No,Homemaker,7,Low,1
463024,Male,No,43,Yes,Artist,,Low,1
463028,Male,No,25,No,Doctor,0,Low,4
463030,Male,Yes,52,Yes,Executive,1,High,3
463034,Female,No,28,Yes,Homemaker,9,Low,1
463037,Male,Yes,56,Yes,Entertainment,0,Average,4
463039,Male,Yes,38,No,Executive,12,High,7
463040,Male,Yes,83,No,Lawyer,1,High,2
463044,Male,Yes,82,Yes,Lawyer,,High,2
463047,Male,Yes,32,Yes,Homemaker,8,Low,
463051,Female,No,35,Yes,Homemaker,12,Low,1
463052,Male,Yes,40,Yes,Marketing,0,Low,2
463058,Female,No,25,Yes,Homemaker,13,Low,1
463062,Female,Yes,39,Yes,Artist,,Average,3
463069,Male,No,25,Yes,Artist,7,Low,1
463075,Male,Yes,52,Yes,Artist,0,Low,4
463080,Male,No,33,No,Artist,0,Low,4
463083,Male,No,28,Yes,Artist,6,Low,3
463085,Female,No,43,Yes,Artist,0,Low,1
463086,Male,No,30,Yes,Artist,8,Low,
463088,Female,Yes,84,Yes,Lawyer,1,High,2
463089,Male,Yes,48,Yes,Executive,6,High,4
463090,Female,Yes,55,No,Engineer,3,Average,2
463091,Female,Yes,37,Yes,Homemaker,8,Low,1
463094,Male,Yes,38,Yes,Engineer,11,Average,3
463096,Female,No,28,Yes,Doctor,,Low,3
463099,Male,Yes,86,Yes,Lawyer,,Low,1
463100,Female,No,35,No,Homemaker,9,Low,1
463102,Male,No,35,No,Entertainment,0,Low,2
463104,Female,Yes,46,No,Lawyer,0,Low,1
463106,Female,Yes,79,Yes,Lawyer,0,Low,1
463108,Male,Yes,63,Yes,Lawyer,5,High,2
463118,Female,Yes,50,Yes,Doctor,,High,3
463120,Female,No,35,Yes,Entertainment,0,Low,1
463129,Male,Yes,65,No,Doctor,,Low,1
463133,Male,Yes,50,No,Artist,0,Average,4
463138,Female,No,27,No,Homemaker,,Low,
463144,Male,Yes,45,Yes,Executive,0,High,3
463145,Female,No,36,Yes,Homemaker,0,Low,4
463146,Male,Yes,43,No,Entertainment,11,Average,2
463148,Male,Yes,62,Yes,Marketing,1,High,5
463149,Male,Yes,57,Yes,Artist,2,Average,2
463150,Male,No,51,No,Marketing,9,Low,1
463151,Male,Yes,59,Yes,Artist,0,Low,1
463154,Female,Yes,27,No,Artist,0,Low,4
463156,Female,Yes,83,No,Lawyer,,High,2
463157,Male,Yes,50,Yes,Entertainment,6,Low,3
463158,Male,Yes,75,Yes,Executive,1,High,3
463163,Male,No,28,No,Executive,2,Low,2
463164,Male,Yes,39,Yes,Artist,9,Average,2
463165,Female,Yes,69,Yes,Doctor,0,Average,2
463166,Female,No,41,Yes,Artist,1,Low,1
463170,Female,,28,Yes,Healthcare,0,Low,5
463171,Female,Yes,39,No,Entertainment,1,High,3
463173,Male,No,47,Yes,Artist,0,Low,1
463174,Female,Yes,62,Yes,Engineer,1,Low,1
463175,Female,,41,No,Engineer,0,Low,4
463181,Male,Yes,49,Yes,Doctor,5,Average,3
463187,Female,Yes,52,Yes,Artist,8,Low,2
463192,Female,Yes,48,No,Entertainment,2,Average,
463195,Female,No,26,Yes,Healthcare,7,Low,2
463196,Female,Yes,72,Yes,Engineer,1,Low,1
463199,Female,Yes,47,Yes,Artist,0,Low,3
463201,Female,No,19,No,Healthcare,1,Low,2
463203,Female,No,21,No,Healthcare,1,Low,3
463204,Male,No,39,No,Entertainment,1,Low,1
463209,Female,No,52,Yes,Artist,0,Low,1
463218,Male,Yes,37,No,Entertainment,8,Average,3
463219,Male,Yes,51,No,Entertainment,0,Low,2
463220,Male,Yes,48,No,Engineer,1,Average,3
463221,Male,No,22,No,Healthcare,,Low,3
463224,Male,Yes,47,Yes,Executive,1,High,4
463240,Female,Yes,45,No,Engineer,0,Average,3
463242,Female,No,29,No,Engineer,5,Low,2
463244,Female,Yes,47,No,Doctor,1,Low,1
463245,Male,Yes,41,Yes,Entertainment,8,Average,2
463248,Female,Yes,32,No,Homemaker,9,Average,4
463251,Male,Yes,31,No,Marketing,2,Low,3
463256,Male,No,20,No,Marketing,1,Low,3
463258,Female,Yes,46,Yes,Artist,0,Average,3
463260,Male,Yes,70,Yes,Lawyer,3,Low,1
463265,Male,Yes,65,Yes,Artist,1,Average,3
463266,Female,Yes,68,,Artist,1,Average,2
463267,Male,Yes,29,No,Homemaker,9,Low,1
463269,Male,Yes,41,Yes,Entertainment,3,Average,2
463270,Male,Yes,50,No,Executive,0,Low,5
463273,Male,Yes,38,Yes,Entertainment,9,Average,2
463276,Male,Yes,37,No,Executive,,Average,2
463277,Female,Yes,30,No,Engineer,6,Low,2
463278,Female,Yes,63,Yes,Engineer,1,Low,1
463280,Male,Yes,42,Yes,Artist,6,Average,2
463292,Male,Yes,41,No,Executive,0,High,3
463302,Female,Yes,60,Yes,Engineer,,High,4
463308,Male,Yes,46,Yes,Engineer,1,Low,2
463316,Female,Yes,83,No,Lawyer,0,High,2
463323,Male,Yes,27,Yes,Healthcare,3,Low,2
463324,Female,No,22,No,Healthcare,1,Low,4
463330,Male,No,20,No,Healthcare,0,Low,4
463332,Female,Yes,40,Yes,Engineer,0,Low,2
463334,Female,No,28,Yes,Doctor,0,Low,6
463335,Male,No,28,Yes,Doctor,,Low,1
463338,Male,Yes,28,No,Entertainment,0,Low,2
463340,Female,No,20,No,Healthcare,0,Low,4
463341,Female,Yes,53,No,Engineer,0,Average,6
463348,Female,Yes,35,Yes,Doctor,0,Low,2
463351,Female,No,21,,Healthcare,3,Low,4
463356,Male,No,30,Yes,Healthcare,6,Low,4
463360,Female,Yes,46,Yes,Artist,2,Low,1
463367,Female,No,36,Yes,Engineer,3,Low,4
463368,Female,Yes,38,Yes,Artist,4,High,3
463372,Female,Yes,26,No,Marketing,1,Average,2
463375,Female,Yes,45,Yes,Doctor,1,Low,1
463376,Female,Yes,46,Yes,Executive,5,High,2
463378,Male,No,25,Yes,Doctor,0,Low,1
463379,Male,No,27,No,Marketing,0,Low,7
463386,Female,Yes,42,Yes,Doctor,6,Low,1
463387,Male,,20,No,Marketing,3,Low,2
463391,Male,Yes,55,Yes,Doctor,6,Low,1
463395,Male,No,25,No,Marketing,,Low,1
463404,Male,Yes,27,No,Doctor,,High,2
463406,Male,No,31,No,Marketing,0,Low,4
463409,Female,Yes,38,No,Entertainment,6,Average,5
463411,Male,Yes,43,Yes,Entertainment,,Average,2
463420,Female,Yes,59,Yes,Artist,2,High,3
463423,Male,Yes,61,No,Executive,1,Average,3
463427,Female,Yes,27,Yes,Engineer,1,Low,2
463428,Male,Yes,26,No,Executive,1,High,5
463431,Male,Yes,39,Yes,Artist,,Average,4
463437,Male,Yes,51,Yes,Artist,0,Average,3
463438,Male,Yes,47,No,Entertainment,0,Average,3
463443,Male,Yes,52,Yes,Artist,1,Average,4
463444,Male,Yes,59,Yes,Lawyer,,High,2
463447,Male,Yes,57,No,Engineer,1,Average,2
463452,Female,Yes,86,Yes,Lawyer,1,High,2
463460,Male,Yes,49,Yes,Artist,,Average,2
463461,Male,No,30,No,Doctor,,Low,4
463462,Female,Yes,43,No,Engineer,0,Average,4
463470,Male,No,19,No,Healthcare,,Low,5
463472,Male,No,20,No,Healthcare,,Low,4
463473,Male,No,19,No,Healthcare,,Low,3
463475,Female,Yes,43,Yes,Doctor,0,Low,1
463477,Male,No,31,No,Healthcare,0,Low,4
463483,Male,Yes,30,No,Executive,1,High,2
463491,Male,Yes,27,Yes,Doctor,8,Average,3
463493,Male,Yes,36,Yes,Executive,,High,4
463499,Male,Yes,47,Yes,Executive,0,Low,2
463500,Male,Yes,35,Yes,Executive,1,High,4
463503,Male,Yes,25,Yes,Entertainment,0,Low,2
463508,Female,Yes,25,No,Artist,0,Low,3
463509,Male,No,38,No,Artist,1,Low,1
463512,Female,No,32,No,Engineer,0,Low,3
463516,Male,Yes,48,No,Executive,1,High,6
463527,Female,No,38,No,Artist,10,Low,1
463528,Male,Yes,70,No,Executive,,High,2
463529,Male,No,42,Yes,Marketing,,Low,1
463533,Female,Yes,85,Yes,Artist,1,High,2
463537,Female,No,25,Yes,Healthcare,1,Low,3
463545,Female,No,31,Yes,Doctor,1,Low,2
463548,Female,No,20,No,Healthcare,3,Low,4
463550,Female,Yes,37,Yes,Artist,0,Average,2
463553,Male,No,33,Yes,Artist,8,Low,2
463554,Female,No,52,No,Artist,5,Low,1
463557,Male,No,26,Yes,Doctor,0,Low,3
463560,Female,No,21,No,Healthcare,9,Low,5
463561,Female,No,42,Yes,Engineer,0,Low,1
463566,Female,Yes,35,Yes,Homemaker,,Average,4
463572,Male,Yes,39,Yes,Artist,0,Average,4
463577,Female,Yes,41,Yes,Doctor,1,Average,2
463586,Female,No,18,No,Healthcare,1,Low,5
463588,Male,No,22,No,Healthcare,0,Low,1
463598,Female,Yes,25,No,Engineer,2,Low,2
463601,Female,No,20,No,Healthcare,4,Low,5
463603,Female,No,18,No,Entertainment,0,Low,4
463605,Female,No,20,No,Healthcare,1,Low,5
463606,Male,No,21,No,Marketing,0,Low,4
463614,Female,No,25,No,Healthcare,1,Low,4
463615,Female,Yes,60,Yes,Artist,,Average,2
463616,Female,Yes,46,No,Engineer,0,Average,5
463619,Male,Yes,68,No,Executive,1,High,2
463620,Male,No,21,No,Healthcare,1,Low,4
463623,Male,No,27,Yes,Doctor,0,Low,3
463624,Male,Yes,59,Yes,Executive,1,High,4
463628,Female,No,26,Yes,Artist,8,Low,1
463632,Male,Yes,26,Yes,Artist,0,Average,2
463638,Female,Yes,32,No,Doctor,1,Average,2
463639,Male,No,33,No,Healthcare,0,Low,6
463640,Male,No,28,Yes,Healthcare,0,Low,3
463644,Female,No,30,Yes,Healthcare,0,Low,3
463652,Female,No,32,Yes,Artist,,Low,1
463654,Female,No,41,No,Engineer,3,Low,3
463655,Male,Yes,42,Yes,Artist,13,Low,2
463661,Female,Yes,45,Yes,Doctor,1,Average,4
463663,Female,No,39,Yes,,1,Low,2
463664,Female,No,29,No,Engineer,0,Low,1
463665,Male,Yes,46,Yes,Entertainment,1,Average,3
463669,Female,Yes,26,Yes,Marketing,5,High,4
463670,Female,No,26,Yes,Healthcare,,Low,4
463689,Female,Yes,41,Yes,Doctor,1,Low,
463699,Female,Yes,38,Yes,Marketing,9,Low,3
463703,Male,Yes,69,No,Executive,1,High,4
463704,Male,No,46,Yes,Artist,0,Low,2
463707,Female,No,40,No,Artist,0,Low,1
463713,Male,No,25,No,Engineer,9,Low,3
463714,Male,Yes,59,No,,1,Average,2
463716,Male,No,26,No,Doctor,1,Low,4
463718,Female,No,33,Yes,Artist,0,Low,4
463722,Male,Yes,56,Yes,Executive,8,High,2
463724,Male,No,30,No,Healthcare,0,Low,5
463726,Female,No,26,No,Healthcare,0,Low,3
463727,Female,No,28,No,Doctor,0,Low,5
463728,Female,Yes,28,No,Doctor,0,Average,6
463732,Male,No,20,No,Healthcare,1,Low,4
463734,Male,Yes,41,No,Executive,1,Average,3
463741,Male,Yes,37,Yes,Artist,0,High,3
463745,Male,Yes,59,Yes,Artist,1,Average,3
463747,Female,Yes,43,Yes,Artist,0,Average,2
463748,Male,No,20,No,Healthcare,1,Low,3
463753,Female,No,30,Yes,Healthcare,1,Low,5
463756,Male,Yes,66,No,Executive,0,Average,2
463761,Male,Yes,28,Yes,Artist,1,Average,3
463764,Male,Yes,49,Yes,Entertainment,0,Average,3
463766,Female,Yes,61,Yes,Artist,0,Average,3
463767,Male,Yes,27,Yes,Artist,9,Average,2
463768,Female,Yes,35,No,Engineer,1,Low,1
463774,Male,Yes,33,Yes,Healthcare,0,Average,2
463776,Female,Yes,36,Yes,Artist,2,Average,2
463782,Female,No,27,Yes,Artist,9,Low,1
463783,Female,No,29,No,Healthcare,,Low,
463784,Female,No,31,No,Engineer,1,Low,5
463785,Female,No,30,No,Healthcare,0,Low,4
463786,Female,Yes,43,Yes,Artist,,Average,2
463790,Male,Yes,47,No,Executive,1,Low,4
463792,Female,No,42,No,Engineer,,Low,1
463794,Female,No,33,Yes,Healthcare,,Low,5
463799,Female,No,36,Yes,Artist,1,Low,4
463800,Female,No,30,Yes,Engineer,1,Low,3
463804,Male,Yes,60,Yes,Artist,9,Low,1
463807,Female,No,32,Yes,Healthcare,0,Low,3
463811,Female,Yes,32,Yes,Artist,0,Average,2
463814,Female,No,28,No,Healthcare,7,Low,3
463816,Male,Yes,46,Yes,Healthcare,2,High,4
463818,Female,Yes,38,Yes,Artist,4,Low,1
463819,Male,Yes,28,,Artist,8,Low,
463821,Male,Yes,30,Yes,Entertainment,7,Low,2
463825,Female,Yes,52,Yes,Artist,0,Average,3
463827,Female,Yes,46,Yes,Engineer,1,Average,4
463828,Male,Yes,37,No,Engineer,0,Average,2
463830,Female,No,25,Yes,Engineer,2,Low,3
463834,Female,Yes,43,Yes,Engineer,1,Average,4
463835,Male,No,32,No,Marketing,0,Low,4
463842,Female,Yes,50,Yes,Engineer,1,High,4
463847,Male,Yes,43,No,Artist,3,Average,3
463856,Male,Yes,37,Yes,Artist,0,Average,2
463857,Male,Yes,61,No,Healthcare,0,High,4
463859,Male,Yes,39,Yes,Artist,5,Average,2
463865,Male,Yes,46,Yes,Artist,1,Average,5
463877,Male,Yes,37,No,Entertainment,0,Average,4
463880,Female,Yes,36,No,Engineer,0,Low,3
463884,Female,No,28,No,Artist,0,Low,1
463891,Male,Yes,86,Yes,Lawyer,0,Low,1
463892,Male,No,42,Yes,Artist,8,Low,1
463904,Male,Yes,82,Yes,Executive,1,Low,1
463917,Female,No,18,No,Healthcare,1,Low,8
463923,Female,No,18,No,Engineer,0,Low,4
463924,Female,No,36,Yes,Artist,1,Low,1
463926,Female,No,26,No,Engineer,1,Low,6
463931,Male,Yes,49,Yes,Entertainment,1,Average,2
463932,Female,Yes,69,Yes,Artist,1,Average,3
463941,Female,No,29,No,Artist,1,Low,6
463943,Male,No,68,Yes,Entertainment,1,Low,2
463946,Male,No,33,No,Healthcare,4,Low,3
463948,Male,Yes,38,No,Executive,3,High,5
463951,Male,Yes,52,No,Entertainment,1,Average,3
463955,Male,Yes,28,Yes,Artist,1,Low,2
463958,Female,No,27,No,Healthcare,1,Low,5
463961,Female,No,28,No,Engineer,0,Low,4
463963,Female,Yes,25,No,Engineer,7,High,3
463966,Female,No,30,Yes,Artist,8,Low,1
463978,Male,Yes,40,Yes,Artist,1,Average,3
463980,Female,No,25,Yes,Artist,0,Low,9
463981,Female,No,30,Yes,Artist,5,Low,1
463983,Female,Yes,43,No,Engineer,0,Average,2
463986,Female,No,26,Yes,Artist,1,Low,4
463997,Female,Yes,37,No,Entertainment,0,Average,3
464000,Female,No,28,No,Healthcare,1,Low,5
464004,Female,Yes,31,No,Marketing,1,Low,5
464007,Male,Yes,46,Yes,Artist,1,Low,3
464009,Female,Yes,47,Yes,Artist,5,Average,4
464010,Male,No,28,No,Healthcare,1,Low,4
464013,Male,No,30,No,Healthcare,0,Low,1
464016,Female,,29,Yes,Entertainment,1,High,1
464019,Male,No,23,No,Artist,2,Low,5
464021,Female,No,22,No,Healthcare,1,Low,5
464023,Male,No,20,No,Healthcare,1,Low,5
464030,Male,No,22,No,Entertainment,1,Low,4
464031,Female,No,19,No,Healthcare,0,Low,4
464032,Male,No,21,No,Healthcare,1,Low,3
464033,Female,No,19,No,Healthcare,0,Low,4
464039,Male,No,39,Yes,Artist,1,Low,2
464042,Female,Yes,38,Yes,Artist,8,Low,2
464046,Male,No,33,Yes,Healthcare,3,Low,1
464048,Female,No,38,Yes,Homemaker,4,Low,1
464049,Female,No,29,Yes,Healthcare,0,Low,3
464053,Female,Yes,35,No,Entertainment,4,Low,1
464054,Male,Yes,32,Yes,Artist,9,Average,2
464059,Male,Yes,59,Yes,Artist,0,Low,1
464063,Female,No,32,Yes,Doctor,0,Low,1
464066,Female,No,29,Yes,Healthcare,8,Low,3
464067,Female,No,31,Yes,Entertainment,0,Low,4
464068,Male,Yes,59,No,Executive,0,High,4
464071,Male,Yes,87,Yes,Lawyer,0,High,2
464072,Male,Yes,53,Yes,Executive,0,Low,2
464076,Male,Yes,83,No,Lawyer,0,High,2
464084,Male,No,33,No,Healthcare,1,Low,5
464087,Female,No,26,No,Engineer,,Low,4
464089,Female,Yes,39,Yes,Artist,7,High,5
464096,Female,No,27,No,Healthcare,1,Low,5
464099,Female,Yes,42,Yes,Artist,5,Average,2
464103,Male,Yes,46,Yes,Artist,4,Average,2
464110,Male,Yes,63,Yes,Doctor,0,High,2
464112,Male,No,32,Yes,Doctor,1,Low,2
464115,Female,No,38,Yes,Engineer,0,Low,3
464118,Male,No,38,Yes,Entertainment,1,Low,2
464121,Female,Yes,63,Yes,Engineer,1,Low,1
464123,Female,No,45,Yes,Artist,1,Low,1
464127,Female,No,33,Yes,Healthcare,1,Low,5
464132,Male,No,27,No,Entertainment,0,Low,2
464137,Female,Yes,87,No,Artist,7,High,2
464139,Female,No,25,No,Healthcare,14,Low,1
464144,Male,Yes,61,Yes,Artist,0,Average,4
464152,Male,Yes,41,Yes,Artist,1,High,4
464162,Male,Yes,86,Yes,Lawyer,,High,2
464167,Male,Yes,51,Yes,Executive,4,High,3
464169,Male,,83,No,Lawyer,0,High,2
464172,Male,Yes,60,Yes,Artist,3,High,3
464173,Male,Yes,65,Yes,Artist,6,Average,3
464175,Female,No,32,No,Healthcare,1,Low,
464176,Female,Yes,41,Yes,Artist,1,Low,1
464179,Female,Yes,56,Yes,Artist,0,Average,3
464180,Female,Yes,74,No,Lawyer,1,High,2
464182,Male,Yes,39,Yes,Artist,4,Average,2
464183,Female,No,42,No,Artist,2,Low,2
464185,Male,Yes,68,Yes,Artist,5,High,2
464195,Male,No,30,Yes,Artist,1,Low,1
464200,Female,No,32,No,Healthcare,1,Low,3
464202,Male,Yes,43,Yes,Artist,13,Low,1
464204,Female,Yes,40,Yes,Artist,3,High,2
464205,Female,Yes,87,No,Entertainment,0,High,2
464206,Male,Yes,43,No,Entertainment,1,Low,2
464211,Male,Yes,48,Yes,Doctor,1,Average,3
464212,Female,Yes,58,Yes,Marketing,0,Average,2
464216,Male,Yes,52,Yes,Artist,,High,3
464217,Female,No,30,No,Healthcare,14,Low,3
464223,Female,Yes,53,Yes,Artist,2,Low,2
464226,Female,Yes,56,Yes,Artist,3,Average,3
464231,Male,Yes,48,Yes,Artist,1,Average,4
464232,Male,Yes,28,No,Doctor,1,Low,5
464246,Female,Yes,61,Yes,Artist,0,Average,2
464254,Male,Yes,62,Yes,Entertainment,1,Average,3
464255,Female,Yes,49,Yes,Artist,1,Average,5
464257,Male,Yes,40,,Entertainment,0,High,2
464265,Male,Yes,62,Yes,Entertainment,1,Low,2
464269,Male,No,35,Yes,Entertainment,1,Low,
464270,Female,No,48,Yes,Artist,4,Low,1
464271,Female,Yes,36,Yes,Artist,1,Average,3
464274,Female,Yes,56,Yes,Artist,1,Average,5
464276,Female,Yes,66,No,Marketing,0,High,2
464283,Male,No,40,Yes,Artist,6,Low,2
464286,Female,Yes,57,Yes,Artist,0,Average,2
464287,Male,Yes,42,Yes,Artist,,Average,3
464289,Male,Yes,35,No,Marketing,1,Low,3
464292,Male,Yes,58,Yes,Artist,0,Average,2
464297,Male,No,29,No,Artist,8,Low,5
464298,Male,No,26,No,Doctor,0,Low,1
464308,Female,Yes,84,Yes,Lawyer,1,High,2
464318,Male,Yes,86,Yes,Executive,0,Low,1
464320,Male,Yes,77,No,Lawyer,1,High,2
464326,Female,No,37,Yes,Artist,0,Low,3
464332,Male,Yes,74,No,Executive,0,High,2
464339,Male,No,27,No,Artist,1,Low,2
464344,Female,Yes,56,Yes,Artist,0,Low,1
464351,Female,No,27,Yes,Healthcare,0,Low,1
464364,Male,Yes,39,Yes,Artist,7,Average,2
464368,Male,Yes,35,Yes,Entertainment,3,Average,2
464370,Male,Yes,66,Yes,Entertainment,1,Average,2
464373,Female,No,47,Yes,Artist,0,Low,2
464378,Female,Yes,36,Yes,Artist,8,Average,2
464381,Male,Yes,43,Yes,Artist,4,Average,2
464382,Female,Yes,55,Yes,Artist,0,Average,4
464386,Male,Yes,41,Yes,Doctor,0,Average,3
464387,Female,No,26,Yes,Artist,9,Low,5
464389,Male,Yes,72,Yes,Artist,0,High,2
464392,Male,Yes,59,,Artist,0,Average,2
464396,Male,Yes,38,Yes,Entertainment,1,Average,3
464412,Male,Yes,72,No,Lawyer,1,Low,2
464424,Male,No,31,Yes,Healthcare,1,Low,4
464425,Male,No,41,Yes,Artist,9,Low,1
464432,Male,No,25,No,Engineer,9,Low,2
464433,Male,No,29,Yes,Artist,,Low,
464436,Male,Yes,83,Yes,Lawyer,0,High,2
464437,Female,Yes,51,Yes,Engineer,0,Average,4
464441,Male,Yes,40,Yes,Artist,0,Low,2
464451,Female,Yes,76,Yes,Artist,0,Average,2
464456,Male,Yes,29,Yes,Artist,1,Low,4
464468,Male,Yes,46,Yes,Artist,1,Low,3
464473,Female,Yes,58,Yes,Artist,0,Average,4
464474,Female,No,46,Yes,Artist,1,Low,1
464478,Female,Yes,74,No,Lawyer,0,High,2
464481,Male,Yes,53,Yes,Executive,1,High,3
464482,Male,Yes,63,Yes,Artist,1,Low,1
464483,Female,Yes,49,Yes,Artist,1,Average,3
